"","Date","month","Day","Year","Hour","Day of Week","WeekDay","Peakhour","Temperature"
"658","12/28/2014",12,28,2014,9,0,0,0,46.94
"659","12/28/2014",12,28,2014,10,0,0,0,48.02
"660","12/28/2014",12,28,2014,11,0,0,0,48.92
"661","12/28/2014",12,28,2014,12,0,0,0,50
"662","12/28/2014",12,28,2014,13,0,0,0,51.08
"663","12/28/2014",12,28,2014,14,0,0,0,51.98
"664","12/28/2014",12,28,2014,15,0,0,0,48.92
"665","12/28/2014",12,28,2014,16,0,0,0,46.94
"666","12/28/2014",12,28,2014,17,0,0,0,46.94
"667","12/28/2014",12,28,2014,18,0,0,0,46.04
"668","12/28/2014",12,28,2014,19,0,0,0,44.96
"669","12/28/2014",12,28,2014,20,0,0,1,44.06
"670","12/28/2014",12,28,2014,21,0,0,1,42.08
"671","12/28/2014",12,28,2014,22,0,0,1,41
"672","12/28/2014",12,28,2014,23,0,0,1,39.92
"673","12/29/2014",12,29,2014,0,1,1,1,39.02
"674","12/29/2014",12,29,2014,1,1,1,1,37.94
"675","12/29/2014",12,29,2014,2,1,1,1,37.04
"676","12/29/2014",12,29,2014,3,1,1,1,35.96
"677","12/29/2014",12,29,2014,4,1,1,1,35.96
"678","12/29/2014",12,29,2014,5,1,1,1,35.96
"679","12/29/2014",12,29,2014,6,1,1,1,35.06
"680","12/29/2014",12,29,2014,7,1,1,0,35.06
"681","12/29/2014",12,29,2014,8,1,1,0,35.06
"682","12/29/2014",12,29,2014,9,1,1,0,39.02
"683","12/29/2014",12,29,2014,10,1,1,0,39.92
"684","12/29/2014",12,29,2014,11,1,1,0,41
"685","12/29/2014",12,29,2014,12,1,1,0,39.92
"686","12/29/2014",12,29,2014,13,1,1,0,41
"687","12/29/2014",12,29,2014,14,1,1,0,39.92
"688","12/29/2014",12,29,2014,15,1,1,0,39.92
"689","12/29/2014",12,29,2014,16,1,1,0,39.02
"690","12/29/2014",12,29,2014,17,1,1,0,37.94
"691","12/29/2014",12,29,2014,18,1,1,0,35.06
"692","12/29/2014",12,29,2014,19,1,1,0,33.08
"693","12/29/2014",12,29,2014,20,1,1,1,32
"694","12/29/2014",12,29,2014,21,1,1,1,30.92
"695","12/29/2014",12,29,2014,22,1,1,1,30.92
"696","12/29/2014",12,29,2014,23,1,1,1,30.02
"697","12/30/2014",12,30,2014,0,2,1,1,28.04
"698","12/30/2014",12,30,2014,1,2,1,1,26.96
"699","12/30/2014",12,30,2014,2,2,1,1,24.98
"700","12/30/2014",12,30,2014,3,2,1,1,24.08
"701","12/30/2014",12,30,2014,4,2,1,1,24.08
"702","12/30/2014",12,30,2014,5,2,1,1,23
"703","12/30/2014",12,30,2014,6,2,1,1,23
"704","12/30/2014",12,30,2014,7,2,1,0,23
"705","12/30/2014",12,30,2014,8,2,1,0,24.08
"706","12/30/2014",12,30,2014,9,2,1,0,24.98
"707","12/30/2014",12,30,2014,10,2,1,0,26.06
"708","12/30/2014",12,30,2014,11,2,1,0,26.96
"709","12/30/2014",12,30,2014,12,2,1,0,28.04
"710","12/30/2014",12,30,2014,13,2,1,0,28.94
"711","12/30/2014",12,30,2014,14,2,1,0,30.02
"712","12/30/2014",12,30,2014,15,2,1,0,28.94
"713","12/30/2014",12,30,2014,16,2,1,0,28.04
"714","12/30/2014",12,30,2014,17,2,1,0,26.96
"715","12/30/2014",12,30,2014,18,2,1,0,26.06
"716","12/30/2014",12,30,2014,19,2,1,0,24.98
"717","12/30/2014",12,30,2014,20,2,1,1,24.98
"718","12/30/2014",12,30,2014,21,2,1,1,24.08
"719","12/30/2014",12,30,2014,22,2,1,1,23
"720","12/30/2014",12,30,2014,23,2,1,1,21.92
"721","12/31/2014",12,31,2014,0,3,1,1,21.02
"722","12/31/2014",12,31,2014,1,3,1,1,19.94
"723","12/31/2014",12,31,2014,2,3,1,1,19.94
"724","12/31/2014",12,31,2014,3,3,1,1,19.94
"725","12/31/2014",12,31,2014,4,3,1,1,19.94
"726","12/31/2014",12,31,2014,5,3,1,1,19.94
"727","12/31/2014",12,31,2014,6,3,1,1,19.94
"728","12/31/2014",12,31,2014,7,3,1,0,21.02
"729","12/31/2014",12,31,2014,8,3,1,0,24.08
"730","12/31/2014",12,31,2014,9,3,1,0,26.06
"731","12/31/2014",12,31,2014,10,3,1,0,28.04
"732","12/31/2014",12,31,2014,11,3,1,0,28.94
"733","12/31/2014",12,31,2014,12,3,1,0,28.94
"734","12/31/2014",12,31,2014,13,3,1,0,28.94
"735","12/31/2014",12,31,2014,14,3,1,0,28.94
"736","12/31/2014",12,31,2014,15,3,1,0,28.04
"737","12/31/2014",12,31,2014,16,3,1,0,26.96
"738","12/31/2014",12,31,2014,17,3,1,0,26.06
"739","12/31/2014",12,31,2014,18,3,1,0,26.06
"740","12/31/2014",12,31,2014,19,3,1,0,24.98
"741","12/31/2014",12,31,2014,20,3,1,1,24.98
"742","12/31/2014",12,31,2014,21,3,1,1,23
"743","12/31/2014",12,31,2014,22,3,1,1,21.92
"744","12/31/2014",12,31,2014,23,3,1,1,21.92
